,Brand Name,OS,Ram Type,RAM,Processor,GPU,Warranty,ScreenSize,Disk Type,DISK SIZE,Price
335,Lenovo,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,11.097274
336,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
337,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
338,DELL,Window,DDR5,16,Intel,Others,1,15.6,SSD,512,11.626174
339,Lenovo,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.134458
340,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
341,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
342,Infinix,Window,Others,16,Intel,Others,1,15.6,SSD,512,10.757711
343,ASUS,Window,DDR4,8,Intel,Others,2,14.0,HDD,1024,11.338465
344,acer,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.914925
345,ASUS,Others,Others,4,Intel,Others,1,14.0,SSD,128,9.615206
346,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
347,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
348,APPLE,Mac,DDR4,8,Others,Others,1,14.0,SSD,1024,11.91833
349,DELL,Window,DDR4,8,Intel,NVIDIA,1,15.6,SSD,512,11.052334
350,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
351,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
352,MSI,Window,DDR5,16,Intel,Others,2,15.6,SSD,1024,12.206078
353,Lenovo,Window,DDR4,8,Intel,Others,1,15.6,SSD,256,10.529185
354,ASUS,Window,Others,8,Intel,Others,1,14.0,SSD,512,11.066498
355,DELL,Window,DDR4,4,Intel,Others,1,15.6,SSD,512,10.671069
356,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
357,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.714218
358,Lenovo,Window,DDR4,4,Intel,Others,1,15.6,SSD,256,10.707751
359,HP,Window,DDR4,8,Intel,Others,1,14.0,SSD,256,10.625004
360,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
361,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
362,ASUS,Window,DDR4,8,AMD,AMD,1,15.6,SSD,256,10.433851
363,MSI,Window,DDR5,16,Intel,Others,2,15.6,SSD,1024,12.159458
364,ASUS,Window,Others,16,Intel,Others,1,15.6,SSD,1024,12.07249
365,HP,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.686803
366,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
367,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
368,ASUS,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.066341
369,acer,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,10.902298
370,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
371,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
372,DELL,Window,DDR4,8,AMD,AMD,1,15.6,SSD,256,10.502352
373,ASUS,Window,DDR4,4,Intel,Others,1,15.6,SSD,256,10.260847
374,DELL,Window,DDR4,16,AMD,AMD,1,15.6,SSD,512,11.156251
375,ASUS,Window,DDR5,32,Intel,Others,1,15.6,SSD,1024,12.618153
376,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
377,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
378,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,256,10.518701
379,Lenovo,Window,DDR4,16,Intel,Others,1,14.0,SSD,512,11.082005
380,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.204918
381,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
382,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,256,10.661743
383,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,11.856451
384,Lenovo,Window,DDR4,4,Intel,Others,1,15.6,SSD,256,10.571086
385,HP,Window,Others,16,Intel,Others,1,14.0,SSD,512,11.767498
386,acer,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.915089
387,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
388,acer,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,11.004281
389,acer,Window,DDR4,8,Intel,Intel,1,14.0,SSD,256,10.291841
390,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,11.191217
391,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
392,Others,Window,DDR4,16,Intel,Others,2,15.6,SSD,512,11.211699
393,acer,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,10.760686
394,Lenovo,Window,DDR4,8,AMD,AMD,1,14.0,SSD,512,10.925957
395,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
396,DELL,Window,DDR4,8,AMD,AMD,1,14.0,SSD,512,10.81358
397,ASUS,Window,DDR5,32,Intel,Others,1,15.6,SSD,1024,12.388357
398,MSI,Window,DDR4,16,Intel,Others,2,15.6,SSD,512,11.211699
399,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
400,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,10.868397
401,HP,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.64521
402,ASUS,Window,DDR4,8,Intel,Intel,1,14.0,SSD,256,10.308653
403,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
404,Others,Window,DDR4,8,Intel,Others,1,14.0,SSD,512,10.829551
405,acer,Window,DDR4,16,Intel,Others,1,15.6,HDD,1024,11.477205
406,Infinix,Window,Others,16,Intel,Others,1,15.6,SSD,512,10.545105
407,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
408,MSI,Window,Others,16,Intel,Others,1,14.0,SSD,512,11.225123
409,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.858826
410,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
411,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
412,ASUS,Window,DDR4,8,AMD,Others,1,15.6,HDD,1024,11.175297
413,ASUS,Window,DDR4,16,Intel,Others,1,15.6,SSD,1024,11.527725
414,MSI,Window,DDR5,32,Intel,Others,2,15.6,SSD,1024,12.524493
415,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.206028
416,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
417,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
418,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,256,10.623545
419,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,256,10.829729
420,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
421,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
422,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.276583
423,Lenovo,Window,Others,16,AMD,AMD,1,14.0,SSD,512,11.1271305
424,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,12.14415
425,Lenovo,Window,DDR4,16,Intel,Others,2,14.0,SSD,1024,11.542397
426,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
427,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
428,ASUS,Others,DDR4,4,Intel,Others,1,15.6,SSD,256,10.491024
429,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,10.870015
430,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.204918
431,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
432,DELL,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,10.839404
433,Lenovo,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.004198
434,Lenovo,Window,DDR4,4,Intel,Others,1,14.0,SSD,256,10.184561
435,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.292902
436,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
437,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
438,acer,Window,DDR4,32,Intel,NVIDIA,1,15.6,HDD,1024,11.77529
439,ASUS,Window,DDR4,8,AMD,Others,1,14.0,SSD,1024,11.251444
440,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
441,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
442,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.51843
443,MSI,Window,DDR4,16,Intel,Others,2,15.6,SSD,512,11.58795
444,DELL,Window,DDR4,16,Intel,Others,1,14.0,SSD,512,11.23837
445,ASUS,Window,Others,16,Intel,Others,1,14.0,SSD,512,11.47201
446,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
447,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
448,acer,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,11.034889
449,HP,Window,DDR4,8,Intel,Intel,1,14.0,SSD,256,10.274741
450,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
451,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
452,Lenovo,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.914925
453,ASUS,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,10.950648
454,ASUS,Window,DDR4,8,Intel,Others,1,14.0,SSD,256,10.736201
455,ASUS,Window,DDR4,8,Intel,Others,1,14.0,SSD,512,10.551036
456,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
457,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
458,MSI,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,11.289669
459,DELL,Window,DDR4,4,Intel,Others,1,15.6,HDD,1024,10.69174
460,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
461,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
462,HP,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.592208
463,ASUS,Window,DDR4,4,Intel,Others,1,15.6,HDD,1024,10.274741
464,MSI,Window,DDR5,32,Intel,Others,2,15.6,SSD,1024,12.8035
465,DELL,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.115801
466,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
467,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
468,acer,Window,DDR4,16,AMD,Others,1,15.6,HDD,1024,11.652609
469,ASUS,Window,DDR4,4,Intel,Others,1,14.0,HDD,1024,11.022719
470,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
471,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
472,HP,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.156122
473,Lenovo,Others,DDR4,8,AMD,AMD,1,14.0,SSD,512,11.156122
474,Lenovo,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.289669
475,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,256,10.545105
476,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.204918
477,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
478,Infinix,Window,Others,8,Intel,Others,1,15.6,SSD,512,10.51843
479,ASUS,Window,DDR4,4,Intel,Intel,1,15.6,SSD,128,10.308319
480,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
481,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
482,ASUS,Window,Others,16,Intel,Others,1,14.0,SSD,512,11.47201
483,DELL,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,10.6358795
484,DELL,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.115801
485,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,11.03468
486,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
487,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
488,ASUS,Window,DDR4,4,Intel,Others,1,14.0,HDD,1024,11.022719
489,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,256,10.571317
490,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
491,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
492,Lenovo,Window,DDR4,4,Intel,Others,1,15.6,SSD,256,10.37321
493,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,256,10.545105
494,ASUS,Window,DDR4,4,Intel,Intel,1,15.6,SSD,128,10.308319
495,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.757711
496,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
497,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.204918
498,Infinix,Window,Others,8,Intel,Others,1,14.0,SSD,512,10.545105
499,Infinix,Window,Others,8,Intel,Others,1,15.6,SSD,512,10.51843
500,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
501,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
502,acer,Window,DDR4,8,AMD,Others,1,15.6,HDD,1024,11.026646
503,HP,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.608154
504,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,10.914925
505,Lenovo,Window,DDR4,8,AMD,AMD,2,14.0,SSD,512,10.839404
506,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
507,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
508,MSI,Window,DDR4,8,Intel,Others,2,15.6,HDD,1024,11.037966
509,ASUS,Others,Others,4,Intel,Others,1,15.6,SSD,128,10.10197
510,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
511,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
512,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,HDD,1024,10.51843
513,HP,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.982873
514,ASUS,Window,DDR4,4,Intel,Others,1,15.6,SSD,256,10.448454
515,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,512,11.5128355
516,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
517,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
518,ASUS,Window,Others,8,Intel,Others,1,15.6,SSD,512,11.289669
519,Infinix,Window,Others,4,Intel,Intel,1,14.0,SSD,128,9.951849
520,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
521,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
522,HP,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,10.633232
523,DELL,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.238453
524,ASUS,Window,DDR4,8,AMD,Others,1,15.6,SSD,512,11.00195
525,acer,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.050747
526,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
527,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.714218
528,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
529,ASUS,Window,DDR4,8,AMD,Others,1,15.6,HDD,1024,11.050747
530,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
531,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
532,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.034744
533,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,11.57111
534,acer,Window,DDR5,16,Intel,Others,1,15.6,SSD,1024,11.954343
535,Others,Window,Others,4,Intel,Intel,1,14.0,SSD,128,9.903037
536,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
537,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
538,Lenovo,Window,DDR4,4,Intel,Others,1,15.6,HDD,1024,10.419301
539,Infinix,Window,Others,8,Intel,Others,1,15.6,SSD,512,10.668746
540,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
541,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
542,HP,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,11.066498
543,acer,Window,DDR4,16,Intel,Others,1,15.6,SSD,1024,11.735997
544,ASUS,Window,DDR4,4,Intel,Others,1,15.6,SSD,128,9.998388
545,Lenovo,Window,DDR4,4,Intel,Intel,1,14.0,SSD,256,10.312314
546,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
547,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
548,HP,Window,DDR5,32,Intel,Others,1,15.6,SSD,1024,12.206028
549,acer,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,11.020775
550,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
551,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.714218
552,Lenovo,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,10.621108
553,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,1024,11.23837
554,HP,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.755581
555,Lenovo,Window,DDR4,8,Intel,Others,1,15.6,SSD,256,10.529185
556,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
557,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
558,Lenovo,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.134458
559,ASUS,Window,DDR4,4,Intel,Others,1,15.6,SSD,128,9.903037
560,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
561,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
562,ASUS,Window,DDR4,16,Intel,Others,1,14.0,SSD,512,11.407465
563,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.9986105
564,MSI,Window,DDR4,16,Intel,Others,2,15.6,SSD,1024,11.743966
565,ASUS,Window,DDR5,32,AMD,Others,1,15.6,SSD,1024,12.42918
566,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
567,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
568,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,11.91833
569,DELL,Window,DDR4,8,Intel,Intel,1,15.6,SSD,256,10.51843
570,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
571,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
572,ASUS,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.361998
573,HP,Window,DDR4,8,AMD,AMD,1,14.0,SSD,512,11.018481
574,DELL,Window,DDR5,8,Intel,Others,1,15.6,SSD,512,11.383966
575,Lenovo,Window,DDR4,4,AMD,Others,1,15.6,HDD,1024,10.221614
576,DELL,Window,DDR4,8,Intel,Intel,1,15.6,SSD,256,10.51843
577,ASUS,Window,DDR5,32,AMD,Others,1,15.6,SSD,1024,12.42918
578,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,11.91833
579,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
580,HP,Window,DDR4,8,AMD,Others,1,14.0,HDD,1024,10.275051
581,DELL,Window,DDR5,8,Intel,Others,1,15.6,SSD,512,11.383966
582,acer,Window,DDR4,16,Intel,Others,1,15.6,HDD,1024,11.678364
583,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
584,ASUS,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.361998
585,DELL,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,11.02676
586,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.1619625
587,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
588,Lenovo,Window,DDR4,16,Intel,Others,2,15.6,SSD,512,11.141876
589,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.074281
590,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,11.91833
591,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
592,HP,Window,DDR5,8,AMD,AMD,1,15.6,SSD,512,11.478127
593,DELL,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.5326395
594,ASUS,Window,DDR4,16,Intel,Others,1,14.0,SSD,512,11.407465
595,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
596,HP,Window,DDR5,8,AMD,AMD,1,15.6,SSD,512,11.461537
597,MSI,Window,DDR5,32,Intel,Others,2,15.6,SSD,1024,12.660299
598,DELL,Window,DDR4,8,Intel,Others,2,15.6,HDD,1024,10.755795
599,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
600,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
601,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
602,ASUS,Window,DDR5,32,Intel,Others,1,15.6,SSD,1024,12.712863
603,DELL,Window,DDR5,16,Intel,Others,1,15.6,SSD,1024,11.665569
604,HP,Window,DDR4,8,AMD,Others,1,15.6,SSD,512,11.07583
605,DELL,Window,DDR5,16,Intel,Others,1,15.6,SSD,1024,11.834944
606,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
607,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
608,DELL,Window,DDR4,8,Intel,Others,1,14.0,SSD,512,10.927574
609,Lenovo,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.608154
610,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
611,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
612,ASUS,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,11.289669
613,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.779136
614,ASUS,Window,DDR5,32,AMD,Others,1,15.6,SSD,1024,12.799375
615,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.264299
616,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
617,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
618,DELL,Window,DDR4,4,Intel,Others,1,15.6,SSD,256,10.593906
619,MSI,Window,DDR4,16,Intel,Others,2,15.6,SSD,1024,11.849334
620,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.204918
621,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
622,MSI,Window,DDR4,16,Intel,Others,2,15.6,HDD,1024,11.5128355
623,HP,Window,DDR4,16,Intel,Others,1,14.0,SSD,512,11.107975
624,DELL,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,11.141731
625,DELL,Window,DDR4,32,Intel,Others,1,15.6,SSD,1024,12.8035
626,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
627,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
628,Others,Window,DDR4,32,Intel,NVIDIA,1,15.6,SSD,1024,12.752433
629,HP,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.569523
630,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
631,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
632,Lenovo,Others,Others,4,Intel,Others,1,14.0,SSD,128,10.257343
633,Lenovo,Window,DDR4,16,Intel,Others,1,15.6,SSD,512,11.112313
634,acer,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,11.373663
635,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,256,10.51843
636,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
637,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
638,Lenovo,Window,DDR4,4,Intel,Intel,1,15.6,SSD,256,10.054104
639,DELL,Window,DDR4,8,Intel,Others,1,14.0,SSD,256,10.654692
640,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
641,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
642,Lenovo,Window,DDR4,8,Intel,Others,1,14.0,SSD,512,10.98514
643,ASUS,Window,DDR4,16,Intel,NVIDIA,1,15.6,SSD,1024,11.617205
644,acer,Window,DDR4,32,Intel,NVIDIA,1,15.6,HDD,1024,11.219775
645,DELL,Window,DDR4,8,AMD,NVIDIA,1,15.6,SSD,512,11.184297
646,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
647,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.714218
648,Lenovo,Window,DDR4,16,Intel,Others,2,14.0,SSD,512,11.350301
649,ASUS,Window,Others,16,AMD,Others,1,15.6,SSD,1024,11.695172
650,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
651,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
652,MSI,Window,DDR4,32,Intel,Others,2,15.6,SSD,1024,12.278352
653,MSI,Window,DDR4,8,Intel,Others,1,14.0,SSD,512,10.795301
654,DELL,Window,DDR4,16,AMD,AMD,1,15.6,SSD,512,11.238502
655,ASUS,Window,Others,32,AMD,Others,1,15.6,SSD,1024,12.323815
656,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
657,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
658,Infinix,Window,Others,8,Intel,Others,1,15.6,SSD,512,10.819598
659,ASUS,Window,Others,16,Intel,Others,1,15.6,SSD,512,12.013646
660,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
661,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
662,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,256,10.357457
663,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.78058
664,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.951122
665,ASUS,Window,DDR4,32,Intel,Others,1,15.6,SSD,1024,12.323815
666,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
667,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
668,ASUS,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,10.714218
669,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,11.097274
670,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.204918
